filename,公司全称,公司简称,公司代码,公告名称,落款日期,业绩分类,审计机构,签字会计师,审计意见,"审计费用（万元）/
会计师事务所报酬",营业收入（单位：元）-本期数据,营业收入（单位：元）-上期数据,营业收入（单位：元）-同比变动比例（%）,"归属于上市公司股东的净利润
（单位：元）-本期数据","归属于上市公司股东的净利润
（单位：元）-上期数据","归属于上市公司股东的净利润
（单位：元）-同比变动比例（%）",归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-本期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-上期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-同比变动比例（%）,"总资产/资产总额
（单位：元）-本期数据","总资产/资产总额
（单位：元）-上期数据","总资产/资产总额
（单位：元）-同比变动比例（%）","归属于上市公司股东的净资产
（单位：元）-本期数据","归属于上市公司股东的净资产
（单位：元）-上期数据","归属于上市公司股东的净资产
（单位：元）-同比变动比例（%）",经营活动产生的现金流量净额-本期数据,经营活动产生的现金流量净额-上期数据,经营活动产生的现金流量净额-同比变动比例（%）,基本每股收益（元／股）-本期数据,基本每股收益（元／股）-上期数据,基本每股收益（元／股）-同比变动比例（%）,加权平均净资产收益率（%）-本期数据,加权平均净资产收益率（%）-上期数据,加权平均净资产收益率（%）-同比变动比例（%）,资产负债率,目录,利润分配预案/利润分配方案,语言,精排,篇幅页码,字数,净利润（本期数据）,净利润（上期数据）,本期数据,上期数据,同比变动比例（%）,负债合计（本期数据）,负债和所有者权益（或股东权益）总计（本期数据）,董事会决议通过的本报告期利润分配预案或公积金转增股本预案,经本次董事会审议通过的利润分配预案为：,年度利润分配方案如下：
146001045_2025-10-20_襄阳长源东谷实业股份有限公司2025年第三季度报告.pdf,襄阳长源东谷实业股份有限公司,长源东谷,603950,襄阳长源东谷实业股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"1,647,721,945.53","1,269,935,101.40",29.75,"274,025,947.34","155,072,995.34",76.71,"250,780,795.52","152,326,642.70",64.74,"5,780,022,974.77","5,083,436,590.10",13.70%,"2,896,324,114.00","2,683,675,378.07",7.92%,"280,649,866.37","334,013,826.58",-15.98,0.85,0.48,77.13,9.86,6.09,增加3.77个百分点,49.44%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9395,"274,280,216.83","154,575,183.93",未找到,未找到,未找到,"2,857,169,135.19","5,780,022,974.77",未找到,未找到,未找到
146001190_2025-10-20_广东利元亨智能装备股份有限公司2025年第三季度报告.pdf,广东利元亨智能装备股份有限公司,利元亨,688499,广东利元亨智能装备股份有限公司2025年第三季度报告,2025-10-20,扭亏为盈,未找到,未找到,未找到,未找到,2424161292.51,2322561194.21,4.37,47492854.07,-519884603.18,未找到,34006267.94,未找到,未找到,8127816485.17,8793513269.67,-7.57,2291295200.99,2269239055.68,0.97,571389636.64,258352801.88,121.17,0.28,-3.82,未找到,2.07,未找到,未找到,71.84%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;（一）员工持股计划情况;（二）回购公司股份进展;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,19,16547,46630045.84,-522041106.19,未找到,未找到,未找到,5838064628.53,8127816485.17,未找到,未找到,未找到
146001203_2025-10-20_芳源股份2025年第三季度报告.pdf,广东芳源新材料集团股份有限公司,芳源股份,688148,广东芳源新材料集团股份有限公司2025年第三季度报告,2025-10-20,亏损,未找到,未找到,未找到,未找到,590427764.64,未找到,57.30,28059426.08,未找到,未找到,27360880.44,未找到,未找到,2942595914.77,3089612268.03,-4.76,453795760.00,561036093.05,-19.11,未找到,未找到,未找到,0.06,未找到,未找到,6.50,未找到,未找到,84.30%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;（一）2025年第三季度经营情况;（二）技术出口合作项目的进展情况;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,10521,-120714987.64,-118776716.76,未找到,未找到,未找到,2481106878.69,2942595914.77,未找到,未找到,未找到
146001387_2025-10-20_新疆雪峰科技（集团）股份有限公司2025年第三季度报告.pdf,新疆雪峰科技（集团）股份有限公司,雪峰科技,603227,新疆雪峰科技（集团）股份有限公司2025年第三季度报告,2025-10-20,同比下降,未找到,未找到,未找到,未找到,"4,182,674,788.98","4,560,351,769.09",-8.28,"393,615,055.05","601,857,694.51",-34.60,"383,797,617.29","576,124,102.85",-33.80,"8,355,997,107.03","7,889,965,320.99",5.91,"5,085,456,690.76","4,907,054,922.32",3.64,"99,022,821.96","539,675,120.24",-81.65,0.367,0.562,-34.70,7.86,12.78,-4.92,27.60%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,17,13637,"452,055,406.29","669,415,195.51",未找到,未找到,未找到,"2,306,913,022.30","8,355,997,107.03",未找到,未找到,未找到
146001453_2025-10-20_晋西车轴2025年第三季度报告.pdf,晋西车轴股份有限公司,晋西车轴,600495,晋西车轴股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,264100752.58,443200800.00,-40.52,8213543.11,26212110.00,-68.22,1793176.97,16301600.00,-89.90,3973805227.30,3997878780.30,-0.60,3268233979.10,3260727488.47,0.23,-92912177.46,-155120000.00,不适用,0.006,0.021,-71.43,0.25,0.80,减少0.55个百分点,17.75%,重要内容提示;一、主要财务数据;二、股东信息;三、其他提醒事项;四、季度财务报表,未找到,中文,否,10,8569,22114433.33,6008907.32,未找到,未找到,未找到,705571248.20,3973805227.30,未找到,未找到,未找到
146001922_2025-10-21_广东好太太科技集团股份有限公司2025年第三季度报告.pdf,广东好太太科技集团股份有限公司,好太太,603848,广东好太太科技集团股份有限公司2025年第三季度报告,2025-10-21,同比下降,未找到,未找到,未找到,未找到,"1,059,155,130.33","1,068,910,245.37",-0.91,"143,217,840.32","190,433,116.88",-24.79,"139,182,072.05","190,168,359.07",-26.59,"3,452,890,399.36","3,373,598,528.85",2.35,"2,504,314,680.12","2,441,766,739.55",2.56,"138,211,853.50","91,386,572.60",51.24,0.36,0.47,-23.40,5.76,未找到,减少28.89个百分点,15.93%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,8763,"143,103,567.36","190,168,359.07",未找到,未找到,未找到,"550,485,145.17","3,452,890,399.36",未找到,未找到,未找到
146001938_2025-10-21_688334_西高院2025年三季度报告.pdf,西安高压电器研究院股份有限公司,西高院,688334,西安高压电器研究院股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,650928346.79,565786465.77,15.05,197506230.52,162857549.03,21.28,184134216.96,132831043.00,38.84,3681423562.23,3548077152.16,3.76,2858092695.33,2778117447.93,2.88,352602591.76,312407085.10,12.87,0.6239,0.5144,21.29,6.90,5.31,增加1.59个百分点,16.74%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,9742,220813165.14,176791183.33,未找到,未找到,未找到,616300357.43,3681423562.23,未找到,未找到,未找到
146002010_2025-10-21_恒通物流股份有限公司2025年第三季度报告.pdf,恒通物流股份有限公司,恒通股份,603223,恒通物流股份有限公司2025年第三季度报告,2025-10-22,同比增长,未找到,未找到,未找到,未找到,"1,050,087,745.64","1,729,635,845.37",-39.29,"175,932,817.64","98,654,548.12",78.33,"171,195,783.88","96,700,000.00",77.10,"5,397,158,203.77","5,512,628,611.93",-2.09,"3,934,907,459.85","3,792,873,637.65",3.74,"-339,018,168.90","21,020,421.69","-1,712.80",0.25,0.14,78.57,4.56,2.64,增加1.92个百分点,25.94%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9961,"174,824,014.26","100,413,901.19",未找到,未找到,未找到,"1,400,587,313.12","5,397,158,203.77",未找到,未找到,未找到
146002197_2025-10-21_健民集团2025年第三季度报告.pdf,健民药业集团股份有限公司,健民集团,600976,健民药业集团股份有限公司2025年第三季度报告,2025-10-21,同比下降,未找到,未找到,未找到,未找到,2551934173.79,2881317090.47,-11.43,285737321.93,321615639.73,-11.16,255704537.01,269913000.00,-5.58,4337514441.31,4277629406.13,1.40,2582292898.39,2435305586.88,6.04,139050345.38,105781248.03,31.45,1.88,2.10,-10.48,11.42,13.93,减少2.51个百分点,40.05%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9505,288603789.34,324587553.14,未找到,未找到,未找到,1737330864.95,4337514441.31,未找到,未找到,未找到
146002208_2025-10-21_江苏灿勤科技股份有限公司2025年第三季度报告.pdf,江苏灿勤科技股份有限公司,灿勤科技,688182,江苏灿勤科技股份有限公司2025年第三季度报告,2025-10-20,同比增长,未找到,未找到,未找到,未找到,203752645.63,未找到,151.38,34323702.37,未找到,116.22,30936303.70,未找到,321.28,2661138419.56,2567368648.30,3.65,2237353793.35,2180637017.59,2.60,24818389.86,113707620.75,-78.17,0.09,未找到,125.00,1.55,未找到,增加0.81个百分点,15.09%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,9583,88225397.45,47569668.11,未找到,未找到,未找到,401940916.50,2661138419.56,未找到,未找到,未找到
146002224_2025-10-21_甘肃蓝科石化高新装备股份有限公司2025年第三季度报告.pdf,甘肃蓝科石化高新装备股份有限公司,蓝科高新,601798,甘肃蓝科石化高新装备股份有限公司2025年第三季度报告,2025-10-22,扭亏为盈,未找到,未找到,未找到,未找到,176644028.08,未找到,12.05,12363521.93,未找到,未找到,10031210.96,未找到,未找到,2437454749.87,2267906109.55,7.48,1267056348.33,1236988402.26,2.43,68521706.94,未找到,-33.67,0.035,未找到,未找到,0.987,未找到,未找到,47.46%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9183,33539775.93,-19755750.76,未找到,未找到,未找到,1156903327.95,2437454749.87,未找到,未找到,未找到
146002249_2025-10-21_新天地：2025年三季度报告.PDF,新天地药业股份有限公司,新天地,301277,新天地药业股份有限公司2025年第三季度报告,2025-10-22,同比下降,未找到,未找到,未找到,未找到,122428910.55,未找到,-12.85%,13865825.54,未找到,-54.25%,11844565.70,未找到,-56.33%,1744723226.17,1813734225.40,-3.80%,1522236846.13,1542189226.64,-1.29%,未找到,未找到,8.82%,0.0354,未找到,-54.20%,0.92%,未找到,-1.11%,14.52%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据和财务指标发生变动的情况及原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;（二）公司优先股股东总数及前10名优先股股东持股情况表;（三）限售股份变动情况;三、其他重要事项;四、季度财务报表;（一）财务报表;1、合并资产负债表;2、合并年初到报告期末利润表;3、合并年初到报告期末现金流量表;（二）2025年起首次执行新会计准则调整首次执行当年年初财务报表相关项目情况;（三）审计报告,未找到,中文,否,11,9412,91269584.01,141876297.22,未找到,未找到,未找到,222263280.21,1522459945.96,未找到,未找到,未找到
146002313_2025-10-21_河南平高电气股份有限公司2025年第三季度报告.pdf,河南平高电气股份有限公司,平高电气,600312,河南平高电气股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,8435559451.35,7885452176.80,6.98,982325812.63,857002769.04,14.62,976524619.50,844800000.00,15.13,22724506441.64,21742586040.70,4.52,11378305112.45,10471404930.89,8.66,130491890.33,902532247.89,-85.54,0.7239,0.6316,14.61,8.9792,8.3192,增加0.66个百分点,47.70%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,11,9115,1057568252.90,921993536.96,未找到,未找到,未找到,10841442833.76,22724506441.64,未找到,未找到,未找到
146002352_2025-10-21_国药股份2025年第三季度报告.pdf,国药集团药业股份有限公司,国药股份,600511,国药集团药业股份有限公司2025年第三季度报告,2025-10-21,同比下降,未找到,未找到,未找到,未找到,"39,381,301,380.27","38,028,539,709.49",3.56,"1,492,265,301.07","1,481,271,832.85",0.74,"1,470,144,060.96","1,489,333,872.95",-1.27,"35,125,161,234.99","34,928,279,243.62",0.56,"18,042,614,851.34","17,128,090,785.52",5.34,"-2,050,432,782.11","-1,029,844,632.09",未找到,1.9778,1.9632,未找到,8.50,未找到,减少0.67个百分点,43.26%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,17,14271,"1,555,894,465.78","1,574,927,175.30",未找到,未找到,未找到,"15,194,440,607.21","35,125,161,234.99",未找到,未找到,未找到
