filename,公司全称,公司简称,公司代码,制度名称,落款日期,制度分类,法规依据,关联公告名称,决策机构,篇幅页码,字数
145988943_2025-10-10_杭氧股份：募集资金使用及管理制度.PDF,杭氧集团股份有限公司,杭氧集团,未找到,募集资金使用及管理制度,2025-10-10,募集资金管理制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司募集资金监管规则》;《深圳证券交易所股票上市规则》;《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》;《杭氧集团股份有限公司章程》,未找到,股东会,10,6919
145988953_2025-10-10_杭氧股份：独立董事工作制度.PDF,杭氧集团股份有限公司,杭氧集团,未找到,独立董事工作制度,2025-10-10,独立董事工作制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司章程指引》;《上市公司治理准则》;《深圳证券交易所股票上市规则》;《上市公司独立董事管理办法》;《杭氧集团股份有限公司章程》,未找到,股东会,10,7428
145988955_2025-10-10_渤海股份：公司章程(2025年10月).PDF,渤海水业股份有限公司,渤海股份,000605,章程,2025-10-10,公司章程,《中华人民共和国公司法》；《中华人民共和国证券法》；《中国共产党章程》；《中国共产党国有企业基层组织工作条例（试行）》；《深圳证券交易所股票上市规则》,145988942_2025-10-10_渤海股份：董事会议事规则（2025年10月）.PDF,股东会,60,34620
145988956_2025-10-10_渤海股份：股东会议事规则（2025年10月）.PDF,渤海水业股份有限公司,渤海水业,未找到,股东会议事规则,未找到,股东大会议事规则,中华人民共和国公司法;中华人民共和国证券法;上市公司章程指引;上市公司治理准则;上市公司股东会规则;深圳证券交易所股票上市规则;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作,未找到,股东会,13,7193
145988962_2025-10-10_杭氧股份：关联交易管理制度.PDF,杭氧集团股份有限公司,杭氧集团,未找到,关联交易管理制度,2025-10-10,关联交易制度,中华人民共和国公司法;深圳证券交易所股票上市规则;深圳证券交易所上市公司自律监管指引第7号——交易与关联交易;杭氧集团股份有限公司章程,未找到,股东会,7,4427
145988964_2025-10-10_电科网安：中电科网络安全科技股份有限公司章程（2025年10月）.PDF,中电科网络安全科技股份有限公司,中电科网络安全科技,未找到,章程,2025-10-01,公司章程,《中华人民共和国公司法》；《中华人民共和国证券法》；《中国共产党章程》,未找到,股东会,44,34175
145988965_2025-10-10_电科网安：关联交易制度（2025年10月）.PDF,中电科网络安全科技股份有限公司,中电科网络安全科技,未找到,关联交易制度（第4版）,未找到,关联交易制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所股票上市规则;深圳证券交易所上市公司自律监管指引第7号——交易与关联交易,145988964_2025-10-10_电科网安：中电科网络安全科技股份有限公司章程（2025年10月）.PDF,股东会,19,10442
145988966_2025-10-10_电科网安：董事会议事规则（2025年10月）.PDF,中电科网络安全科技股份有限公司,中电科网络安全科技,未找到,董事会议事规则,2025-10-01,董事会议事规则,中华人民共和国公司法,145988964_2025-10-10_电科网安：中电科网络安全科技股份有限公司章程（2025年10月）.PDF,股东会,10,6944
145988967_2025-10-10_电科网安：《公司章程（2025年10月）》修订对照表.PDF,中电科网络安全科技股份有限公司,中电科网络安全科技,未找到,中电科网络安全科技股份有限公司章程（2025年10月）,未找到,公司章程,中华人民共和国公司法；中华人民共和国证券法；中国共产党党章,145988964_2025-10-10_电科网安：中电科网络安全科技股份有限公司章程（2025年10月）.PDF,股东会,20,19428
145988974_2025-10-10_电科网安：股东会议事规则（2025年10月）.PDF,中电科网络安全科技股份有限公司,中电科网络安全科技,未找到,股东会议事规则,2025-10-01,股东大会议事规则,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所股票上市规则,145988964_2025-10-10_电科网安：中电科网络安全科技股份有限公司章程（2025年10月）.PDF,股东会,21,15150
145988982_2025-10-10_漱玉平民：舆情管理制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民,未找到,舆情管理制度,未找到,舆情管理制度,《公司章程》,145988983_2025-10-10_漱玉平民：董事会审计委员会年报工作规程.PDF,董事会,4,2581
145988983_2025-10-10_漱玉平民：董事会审计委员会年报工作规程.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民大药房连锁,未找到,董事会审计委员会年报工作规程,未找到,董事会审计委员会议事规则,《中华人民共和国证券法》；《公司章程》；《会计师事务所选聘制度》,未找到,董事会,2,987
145988984_2025-10-10_漱玉平民：内幕信息知情人管理制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民,未找到,内幕信息知情人管理制度,未找到,内幕信息知情人制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司监管指引第5号——上市公司内幕信息知情人登记管理制度》;《深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作》;《公司章程》,145988982_2025-10-10_漱玉平民：舆情管理制度.PDF,董事会,11,6483
145988985_2025-10-10_漱玉平民：防范控股股东及关联方资金占用管理制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民大药房连锁,未找到,防范控股股东及关联方资金占用管理制度,未找到,关联交易制度,中华人民共和国公司法;中华人民共和国证券法;上市公司监管指引第8号——上市公司资金往来、对外担保的监管要求;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作;漱玉平民大药房连锁股份有限公司章程,未找到,董事会,4,2959
145988987_2025-10-10_漱玉平民：投融资与资产处置管理制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民大药房连锁,未找到,投融资与资产处置管理制度,未找到,对外投资制度,中华人民共和国公司法;中华人民共和国证券法,未找到,股东会,10,7494
145988988_2025-10-10_漱玉平民：董事、高级管理人员离职管理制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民,未找到,董事、高级管理人员离职管理制度,未找到,其他制度,中华人民共和国公司法;上市公司章程指引;深圳证券交易所创业板股票上市规则;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作;漱玉平民大药房连锁股份有限公司章程,145988982_2025-10-10_漱玉平民：舆情管理制度.PDF,董事会,4,2476
145988989_2025-10-10_漱玉平民：累积投票制实施细则.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民大药房连锁,未找到,股东会累积投票制实施细则,未找到,股东大会投票制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作;公司章程,未找到,股东会,4,2421
145988990_2025-10-10_漱玉平民：市值管理制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民,未找到,市值管理制度,未找到,其它治理制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司监管指引第10号——市值管理》;《深圳证券交易所创业板股票上市规则》,145988982_2025-10-10_漱玉平民：舆情管理制度.PDF,董事会,5,3641
145988991_2025-10-10_漱玉平民：会计师事务所选聘制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民,未找到,会计师事务所选聘制度,未找到,会计师事务所选聘制度,中华人民共和国公司法;中华人民共和国证券法;国有企业、上市公司选聘会计师事务所管理办法,145988982_2025-10-10_漱玉平民：舆情管理制度.PDF,股东会,9,5557
145988992_2025-10-10_漱玉平民：股东会网络投票管理制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民,未找到,股东会网络投票管理制度,未找到,股东大会投票制度,中华人民共和国公司法;上市公司股东会规则;深圳证券交易所创业板股票上市规则;深圳证券交易所上市公司股东会网络投票实施细则;漱玉平民大药房连锁股份有限公司章程,145988982_2025-10-10_漱玉平民：舆情管理制度.PDF,股东会,5,3733
145988993_2025-10-10_漱玉平民：重大信息内部报告制度.PDF,漱玉平民大药房连锁股份有限公司,漱玉平民,未找到,重大信息内部报告制度,未找到,重大信息内部报告制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司信息披露管理办法》;《深圳证券交易所创业板股票上市规则》;《深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作》;《漱玉平民大药房连锁股份有限公司章程》,145988982_2025-10-10_漱玉平民：舆情管理制度.PDF,董事会,8,6253
